time_s,reference_trusted,reference_theta1_rad,reference_theta2_rad,reference_omega1_rad_per_s,reference_omega2_rad_per_s,pinn_theta1_rad,pinn_theta2_rad,pinn_omega1_rad_per_s,pinn_omega2_rad_per_s,rk4_theta1_rad,rk4_theta2_rad,rk4_omega1_rad_per_s,rk4_omega2_rad_per_s,pinn_angle_error_rad,rk4_angle_error_rad,reference_energy_drift_over_amplitude,pinn_energy_drift_over_amplitude,rk4_energy_drift_over_amplitude
1.743333333333333401e+00,1.000000000000000000e+00,-2.255834972083675893e+00,-1.788124416626189594e+00,4.622794860692919228e-01,-7.513458508292651938e-01,-2.255808483702708145e+00,-1.788155424750282219e+00,4.623800239075457341e-01,-7.514664669348178894e-01,-2.255834995811765165e+00,-1.788124385277806594e+00,4.622793798523431863e-01,-7.513457081571066620e-01,3.100812409262410085e-05,3.134838300056230764e-08,8.253413070138577676e-14,1.630492484248024106e-06,2.214771978815344419e-10
1.746666666666666812e+00,1.000000000000000000e+00,-2.254261795835875049e+00,-1.790605098917417370e+00,4.816359389491508547e-01,-7.370850804033274306e-01,-2.254235600852798171e+00,-1.790637598083828941e+00,4.817374151829324491e-01,-7.372056690059917150e-01,-2.254261819920499565e+00,-1.790605067089616309e+00,4.816358314040921074e-01,-7.370849357239391830e-01,3.249916641157035713e-05,3.182780106136817722e-08,7.860681115849407600e-14,9.798541844876616034e-07,2.215386453273055243e-10
1.750000000000000222e+00,1.000000000000000000e+00,-2.252623998965038510e+00,-1.793038463349650780e+00,5.010525643373424654e-01,-7.229558779583401540e-01,-2.252598732190938868e+00,-1.793073619286278397e+00,5.011543675780876228e-01,-7.230734916666802237e-01,-2.252624023410707554e+00,-1.793038431035613112e+00,5.010524554393496199e-01,-7.229557312330390229e-01,3.515593662761773430e-05,3.231403766790208465e-08,7.401486830834376515e-14,3.437629292939689648e-07,2.216026908460049729e-10
1.753333333333333410e+00,1.000000000000000000e+00,-2.250921373858438823e+00,-1.795424955900576380e+00,5.205335828673174348e-01,-7.089626919842043629e-01,-2.250896414342380414e+00,-1.795464069914358474e+00,5.206280890091831148e-01,-7.090850524392863230e-01,-2.250921398669616824e+00,-1.795424923093555059e+00,5.205334725915889971e-01,-7.089625431745874007e-01,3.911401378209333757e-05,3.280702132180124408e-08,7.564621642616031681e-14,1.724321278052914203e-06,2.216692740173321768e-10
1.756666666666666821e+00,1.000000000000000000e+00,-2.249153698855500316e+00,-1.797765037353243445e+00,5.400832024268920062e-01,-6.951099570110036430e-01,-2.249128714744232038e+00,-1.797806181028222428e+00,5.401757424612630976e-01,-6.952357797597417122e-01,-2.249153724036713875e+00,-1.797765004046394832e+00,5.400830907484382992e-01,-6.951098060785759758e-01,4.114367497898285819e-05,3.330684861246879791e-08,8.561556603503927865e-14,2.352008530492132830e-06,2.217382740006857331e-10
1.760000000000000009e+00,1.000000000000000000e+00,-2.247320738291402886e+00,-1.800059183248713390e+00,5.597056173976373561e-01,-6.814020929683956007e-01,-2.247295448038261423e+00,-1.800100953050723929e+00,5.597999795361915387e-01,-6.815303723639232203e-01,-2.247320763847487690e+00,-1.800059149434710903e+00,5.597055042903559263e-01,-6.814019398729439514e-01,4.176980201053837050e-05,3.381400248692045807e-08,8.628018934229787611e-14,2.428015803771642914e-06,2.218095699554643938e-10
1.763333333333333419e+00,1.000000000000000000e+00,-2.245422242543992475e+00,-1.802307883835255753e+00,5.794050078472877674e-01,-6.678435044045791802e-01,-2.245396418592504162e+00,-1.802349319984162479e+00,5.795037009287081764e-01,-6.679734934968810656e-01,-2.245422268479782879e+00,-1.802307849506779025e+00,5.794048932851467715e-01,-6.678433491062458760e-01,4.143614890672608908e-05,3.432847672790728666e-08,8.628018934229787611e-14,2.122341804703681532e-06,2.218831014613674447e-10
1.766666666666666829e+00,1.000000000000000000e+00,-2.243457948082532294e+00,-1.804511644016167704e+00,5.991855386754892931e-01,-6.544385795666242123e-01,-2.243431418813105260e+00,-1.804552154235265604e+00,5.992900294502014891e-01,-6.545697675013768535e-01,-2.243457974402920385e+00,-1.804511609165810659e+00,5.991854226322201882e-01,-6.544384220253797180e-01,4.051021909790009090e-05,3.485035704464678474e-08,8.646145024427749015e-14,1.576375745644458514e-06,2.219586872574929494e-10
1.770000000000000018e+00,1.000000000000000000e+00,-2.241427577519794490e+00,-1.806670983293643173e+00,6.190513587011056140e-01,-6.411916893226067282e-01,-2.241400227448057336e+00,-1.806710272069874890e+00,6.191622839838949455e-01,-6.413237766595331069e-01,-2.241427604229762505e+00,-1.806670947913863845e+00,6.190512411501667422e-01,-6.411915294981932467e-01,3.928877623171622702e-05,3.537977932843716644e-08,8.724691415285583031e-14,9.054284734211667992e-07,2.220363273438408820e-10
1.773333333333333428e+00,1.000000000000000000e+00,-2.239330839667251549e+00,-1.808786435708852336e+00,6.390065996863050213e-01,-6.281071859183688932e-01,-2.239302607920639065e+00,-1.808824439571617981e+00,6.391239545131303101e-01,-6.282400583238419989e-01,-2.239330866771923390e+00,-1.808786399791888488e+00,6.390064806007736964e-01,-6.281070237701282810e-01,3.800386276564537980e-05,3.591696384752651738e-08,8.585724723767876404e-14,2.012030096273761130e-07,2.221157800392086176e-10
1.776666666666666838e+00,1.000000000000000000e+00,-2.237167429593734713e+00,-1.810858549777421000e+00,6.590553752895559336e-01,-6.151894015564017826e-01,-2.237138306730654502e+00,-1.810895378976062231e+00,6.591786783322606258e-01,-6.153231023601722915e-01,-2.237167457098349299e+00,-1.810858513315333873e+00,6.590552546421661884e-01,-6.151892370433384993e-01,3.682919864123057607e-05,3.646208712737575297e-08,8.005689837433101361e-14,4.658035628566022549e-07,2.221972266044981185e-10
1.780000000000000027e+00,1.000000000000000000e+00,-2.234937028687707272e+00,-1.812887888419866478e+00,6.792017799398621936e-01,-6.024426467845983568e-01,-2.234907051961390057e+00,-1.812923775251223946e+00,6.793302175169473323e-01,-6.025773489114515380e-01,-2.234937056597517291e+00,-1.812887851404708428e+00,6.792016577033423985e-01,-6.024424798659356872e-01,3.588683135746784103e-05,3.701515804976907020e-08,7.564621642616031681e-14,1.043974173684921952e-06,2.222804253585067856e-10
1.783333333333333437e+00,1.000000000000000000e+00,-2.232639304723289531e+00,-1.814875028886564934e+00,6.994498876245643926e-01,-5.898712086826978229e-01,-2.232608551929559759e+00,-1.814910282796865726e+00,6.995824376981586434e-01,-5.900071864769398378e-01,-2.232639333043526353e+00,-1.814874991310434726e+00,6.994497637718595229e-01,-5.898710393182604594e-01,3.525391030079205734e-05,3.757613020738403975e-08,8.229244949874629137e-14,1.498328320976229974e-06,2.223656179824371920e-10
1.786666666666666847e+00,1.000000000000000000e+00,-2.230273911930263697e+00,-1.816820562676666695e+00,7.198037505826382354e-01,-5.774793488336084080e-01,-2.230242494014355703e+00,-1.816855532138660578e+00,7.199392881527946209e-01,-5.776169502888570673e-01,-2.230273940666389620e+00,-1.816820524531300940e+00,7.198036250859294327e-01,-5.774791769822494869e-01,3.496946199388339949e-05,3.814536575497129434e-08,8.652187054493736150e-14,1.808366823058669051e-06,2.224526232153874015e-10
1.790000000000000036e+00,1.000000000000000000e+00,-2.227840491069261741e+00,-1.818725095448802120e+00,7.402673978904782404e-01,-5.652713010586738474e-01,-2.227808543700070310e+00,-1.818760136498971836e+00,7.404047831944153835e-01,-5.654109209559898819e-01,-2.227840520226854526e+00,-1.818725056725762901e+00,7.402672707216980674e-01,-5.652711266790981792e-01,3.504105016971514885e-05,3.872303921959030504e-08,8.628018934229787611e-14,1.966009630347421887e-06,2.225415014776580767e-10
1.793333333333333446e+00,1.000000000000000000e+00,-2.225338669511440326e+00,-1.820589246924501747e+00,7.608448339347740896e-01,-5.532512689082945689e-01,-2.225306343864646319e+00,-1.820624698133534114e+00,7.609829848206164371e-01,-5.533933233332016810e-01,-2.225338699096122141e+00,-1.820589207615296079e+00,7.608447050659045141e-01,-5.532510919595573506e-01,3.545120903236664844e-05,3.930920566830309326e-08,8.688439234889660221e-14,1.973630674521084222e-06,2.226321319286478923e-10
1.796666666666666856e+00,1.000000000000000000e+00,-2.222768061323406208e+00,-1.822413650782900962e+00,7.815400367605889187e-01,-5.414234228889462930e-01,-2.222735514343885388e+00,-1.822449814332555373e+00,7.816779865498604263e-01,-5.415683255667220752e-01,-2.222768091340863617e+00,-1.822413610878946599e+00,7.815399061635495137e-01,-5.414232433302841319e-01,3.616354965441104241e-05,3.990395436304083887e-08,8.942204497661123672e-14,1.842192818245695365e-06,2.227248770901607984e-10
1.800000000000000044e+00,1.000000000000000000e+00,-2.220128267357881047e+00,-1.824198954545713569e+00,8.023569562832532087e-01,-5.297918974082505006e-01,-2.220095651797990843e+00,-1.824236082995503327e+00,8.024938983605497400e-01,-5.299400382579013691e-01,-2.220128297813967144e+00,-1.824198914038174024e+00,8.023568239296541282e-01,-5.297917151987007189e-01,3.712844978975837762e-05,4.050753954487618103e-08,8.918036377397175133e-14,1.589485012906507193e-06,2.228195557012948072e-10
1.803333333333333455e+00,1.000000000000000000e+00,-2.217418875350747332e+00,-1.825945819451238128e+00,8.232995123524352588e-01,-5.183607874195109710e-01,-2.217386329903607844e+00,-1.825984107700831416e+00,8.234348326290408249e-01,-5.185125136829755732e-01,-2.217418906251487076e+00,-1.825945778331014013e+00,8.232993782135420435e-01,-5.183606025178612020e-01,3.828824959328791522e-05,4.112022411462135096e-08,8.023815927631062765e-14,1.238462798980322077e-06,2.229161073417492816e-10
1.806666666666666865e+00,1.000000000000000000e+00,-2.214639460024868445e+00,-1.827654920316554632e+00,8.443715926561765617e-01,-5.071341447461742424e-01,-2.214607099890644193e+00,-1.827694502204909144e+00,8.445048909514614177e-01,-5.072897450032956002e-01,-2.214639491376309888e+00,-1.827654878574531017e+00,8.443714567034511509e-01,-5.071339571118218537e-01,3.958188835451181831e-05,4.174202361539869344e-08,6.851662094829537146e-14,8.156922868671031294e-07,2.230147736927268725e-10
1.810000000000000053e+00,1.000000000000000000e+00,-2.211789583201015041e+00,-1.829326945387183212e+00,8.655770504529101128e-01,-4.961159740669570661e-01,-2.211757491438892220e+00,-1.829367894318146615e+00,8.657081517267164461e-01,-4.962756653994028766e-01,-2.211789615009088106e+00,-1.829326903014461436e+00,8.655769126586685402e-01,-4.961157836609657035e-01,4.094893096340257443e-05,4.237272177576301146e-08,7.341066530174503905e-14,3.498967626898223980e-07,2.231155547542275282e-10
1.813333333333333464e+00,1.000000000000000000e+00,-2.208868793916237472e+00,-1.830962596173449475e+00,8.869197021193838681e-01,-4.853102285423194218e-01,-2.208837013944951355e+00,-1.831004929120478408e+00,8.870486583747478893e-01,-4.854741470632755740e-01,-2.208868826187038170e+00,-1.830962553160877748e+00,8.869195624556787116e-01,-4.853100353257027155e-01,4.233294702893353190e-05,4.301257172656391958e-08,8.628018934229787611e-14,1.293959358406869022e-07,2.232187526277545879e-10
1.816666666666666874e+00,1.000000000000000000e+00,-2.205876628551324270e+00,-1.832562587270675225e+00,9.084033244961200459e-01,-4.747208050531337986e-01,-2.205845158165182340e+00,-1.832606271492675187e+00,9.085304080649094782e-01,-4.748889999858361688e-01,-2.205876661291250596e+00,-1.832562543608630357e+00,9.084031829341345787e-01,-4.747206089859031253e-01,4.368422199996224720e-05,4.366204486849767363e-08,8.628018934229787611e-14,5.931080914382739105e-07,2.233246089945107024e-10
1.820000000000000062e+00,1.000000000000000000e+00,-2.202812610967767704e+00,-1.834127646162333036e+00,9.300316520161993061e-01,-4.643515390287187294e-01,-2.202781398235500010e+00,-1.834172607954119405e+00,9.301573408339324223e-01,-4.645239704811955916e-01,-2.202812644183198998e+00,-1.834127601841249344e+00,9.300315085278042515e-01,-4.643513400723252582e-01,4.496179178636872109e-05,4.432108369201159803e-08,8.682397204823673087e-14,1.013772580380066853e-06,2.234330030138944946e-10
1.823333333333333472e+00,1.000000000000000000e+00,-2.199676252653825159e+00,-1.835658513006647619e+00,9.518083736075383383e-01,-4.542061988484763502e-01,-2.199645194063824860e+00,-1.835704647811405854e+00,9.519333289809099874e-01,-4.543827393950039539e-01,-2.199676286351191390e+00,-1.835658468016901246e+00,9.518082281649068443e-01,-4.542059969652371687e-01,4.613480475823550364e-05,4.498974637279218314e-08,8.996582768255009148e-14,1.366603777322544652e-06,2.235445388889126172e-10
1.826666666666666883e+00,1.000000000000000000e+00,-2.196467052881673432e+00,-1.837155940403185195e+00,9.737371293462698807e-01,-4.442884797817608922e-01,-2.196435994086016752e+00,-1.837203123635148039e+00,9.738621666376591213e-01,-4.444689199513409128e-01,-2.196467087067563551e+00,-1.837155894734919137e+00,9.737369819215421218e-01,-4.442882749343516346e-01,4.718323196284401888e-05,4.566826605767460023e-08,9.020750888518958949e-14,1.630484323761376407e-06,2.236593374601663957e-10
1.830000000000000071e+00,1.000000000000000000e+00,-2.193184498876282973e+00,-1.838620693138231177e+00,9.958215068459881358e-01,-4.346019974416637788e-01,-2.193153238371202018e+00,-1.838668791094451471e+00,9.959475594262532372e-01,-4.347860552005926582e-01,-2.193184533557461346e+00,-1.838620646781329526e+00,9.958213574112516620e-01,-4.346017895931053587e-01,4.809795622029433559e-05,4.635690165066819191e-08,8.084236228290935376e-14,1.788873907658933864e-06,2.237774591479564409e-10
1.833333333333333481e+00,1.000000000000000000e+00,-2.189828065996884732e+00,-1.840053547907339659e+00,1.018065037364966896e+00,-4.251502807244443849e-01,-2.189796362057679247e+00,-1.840102428189422490e+00,1.018193114130780286e+00,-4.253376150395206112e-01,-2.189828101180120168e+00,-1.840053500851712487e+00,1.018064885893011473e+00,-4.251500698392861044e-01,4.888028208283046183e-05,4.705562717255418193e-08,7.063133147139090653e-14,1.830646813639780480e-06,2.238993873146880544e-10
1.836666666666666892e+00,1.000000000000000000e+00,-2.186397217931687731e+00,-1.841455293013829486e+00,1.040471191614285917e+00,-4.159367642076310934e-01,-2.186364799096073952e+00,-1.841504833931641105e+00,1.040602328327036474e+00,-4.161269927839187366e-01,-2.186397253623615367e+00,-1.841455245249634665e+00,1.040471038079269217e+00,-4.159365502529945302e-01,4.954091781161906738e-05,4.776419482155347396e-08,7.890891266179343274e-14,1.750865479205974344e-06,2.240255449024658749e-10
1.840000000000000080e+00,1.000000000000000000e+00,-2.182891406906587228e+00,-1.842826728041808915e+00,1.063043375249298261e+00,-4.069647799789743448e-01,-2.182857986272257467e+00,-1.842876826530589485e+00,1.063178579931391754e+00,-4.071575012836555763e-01,-2.182891443114111318e+00,-1.842826679558795533e+00,1.063043219625015912e+00,-4.069645629219435512e-01,5.009848878056999411e-05,4.848301338178373499e-08,8.676355174757684690e-14,1.551497657966852495e-06,2.241563548533944897e-10
1.843333333333333490e+00,1.000000000000000000e+00,-2.179310073910510237e+00,-1.844168663499253125e+00,1.085784924017785702e+00,-3.982375488547577613e-01,-2.179275367478735514e+00,-1.844219241150499400e+00,1.085925116647793676e+00,-3.984323685793307868e-01,-2.179310110640703790e+00,-1.844168614286927799e+00,1.085784766278212743e+00,-3.982373286632117093e-01,5.057765124627522368e-05,4.921232532595354314e-08,8.615934874097813341e-14,1.242084991110837029e-06,2.242921796892779006e-10
1.846666666666666679e+00,1.000000000000000000e+00,-2.175652648937099087e+00,-1.845481920431460310e+00,1.108699098551073847e+00,-3.897581709656685045e-01,-2.175616398199869739e+00,-1.845532927306868132e+00,1.108845045309433841e+00,-3.899547331090030267e-01,-2.175652686197023566e+00,-1.845481870479386943e+00,1.108698938671305312e+00,-3.897579476097435269e-01,5.100687540782189444e-05,4.995207336655482777e-08,8.857616076737302522e-14,8.403708447189409636e-07,2.244335631928219942e-10
1.850000000000000089e+00,1.000000000000000000e+00,-2.171918551244035989e+00,-1.846767330002598850e+00,1.131789078777221569e+00,-3.815296156776294412e-01,-2.171880550173431956e+00,-1.846818745975014053e+00,1.131941321128602240e+00,-3.817276384822758661e-01,-2.171918589040824799e+00,-1.846767279300258968e+00,1.131788916733080130e+00,-3.815293891291506312e-01,5.141597241520301509e-05,5.070233988213601606e-08,9.286600211422396670e-14,3.728951808559300715e-07,2.245811095670333975e-10
1.853333333333333499e+00,1.000000000000000000e+00,-2.168107189631896414e+00,-1.848025733042090835e+00,1.155057957931959089e+00,-3.735547108099339653e-01,-2.168067316188643900e+00,-1.848077566484481959e+00,1.155216736884071782e+00,-3.737540278474178468e-01,-2.168107227972866369e+00,-1.848025681578705282e+00,1.155057793699580726e+00,-3.735544810418056083e-01,5.183344239112486207e-05,5.146338555306328999e-08,8.851574046671315387e-14,1.244360319698510537e-07,2.247353021743173861e-10
1.856666666666666687e+00,1.000000000000000000e+00,-2.164217962743888890e+00,-1.849257979553478481e+00,1.178508736146128388e+00,-3.658361311176748787e-01,-2.164176214979083746e+00,-1.849310263272938126e+00,1.178673912089988729e+00,-3.660367378848672359e-01,-2.164218001636452282e+00,-1.849257927318153749e+00,1.178508569702511277e+00,-3.658358981047496461e-01,5.228371945964482848e-05,5.223532473230818596e-08,7.516285402088134602e-14,6.057997511644690574e-07,2.248968056379812236e-10
1.860000000000000098e+00,1.000000000000000000e+00,-2.160250259387643368e+00,-1.850464928183727986e+00,1.202144313589111224e+00,-3.583763860068879259e-01,-2.160206796167596366e+00,-1.850517712571516427e+00,1.202315282203123115e+00,-3.585784924675018415e-01,-2.160250298839078820e+00,-1.850464875165832357e+00,1.202144144913247947e+00,-3.583761497276981012e-01,5.278438778844041224e-05,5.301789562928149735e-08,7.359192620372465309e-14,1.014916572975353983e-06,2.250665866828354613e-10
1.863333333333333508e+00,1.000000000000000000e+00,-2.156203458880110002e+00,-1.851647445651106949e+00,1.225967483148234782e+00,-3.511778064516066777e-01,-2.156158645219700798e+00,-1.851700789090488630e+00,1.226143087936485188e+00,-3.513818960342584563e-01,-2.156203498897709459e+00,-1.851647391840029133e+00,1.225967312220446193e+00,-3.511775668873893808e-01,5.334343938168117916e-05,5.381107781587957106e-08,8.640102994361761880e-14,1.284517325824013346e-06,2.252451890915860635e-10
1.866666666666666696e+00,1.000000000000000000e+00,-2.152076931417870487e+00,-1.852806406127724737e+00,1.249980922618673329e+00,-3.442425310739293254e-01,-2.152031388361889785e+00,-1.852860362769815916e+00,1.250159364756465497e+00,-3.444494267290441059e-01,-2.152076972009261180e+00,-1.852806351512350957e+00,1.249980749419298043e+00,-3.442422882067228129e-01,5.395664209117967403e-05,5.461537377904335244e-08,8.688439234889660221e-14,1.335810428197229623e-06,2.254335191687428670e-10
1.870000000000000107e+00,1.000000000000000000e+00,-2.147870038475224952e+00,-1.853942690572775609e+00,1.274187186379303505e+00,-3.375724913500867119e-01,-2.147824697421646611e+00,-1.853997295653745603e+00,1.274365932647810506e+00,-3.377834293614304650e-01,-2.147870079647972830e+00,-1.853942635142141304e+00,1.274187010890655891e+00,-3.375722451656595346e-01,5.460508096999383554e-05,5.543063430479833187e-08,8.809279836209404181e-14,1.077945779802668778e-06,2.256324832188158379e-10
1.873333333333333517e+00,1.000000000000000000e+00,-2.143582133229703146e+00,-1.855057186016944915e+00,1.298588696542490428e+00,-3.311693959241144292e-01,-2.143538294546995182e+00,-1.855112438942322139e+00,1.298764386235768731e+00,-3.313861082492552401e-01,-2.143582174991391032e+00,-1.855057129760108836e+00,1.298588518748653442e+00,-3.311691464117124117e-01,5.525292537722492625e-05,5.625683607846099221e-08,9.576617654589785454e-14,4.074718991849597968e-07,2.258427458651121883e-10
1.876666666666666705e+00,1.000000000000000000e+00,-2.139212561018430048e+00,-1.856150784792263364e+00,1.323187733550035272e+00,-3.250347139877736158e-01,-2.139171143866002822e+00,-1.856207724445379181e+00,1.323355455944357884e+00,-3.252524556014839141e-01,-2.139212603376775768e+00,-1.856150727698114400e+00,1.323187553436153019e+00,-3.250344611390854621e-01,5.693965311581727917e-05,5.709414896415410112e-08,9.510155323863925708e-14,8.548719272003769529e-07,2.260657571948477967e-10
1.880000000000000115e+00,1.000000000000000000e+00,-2.134760659826978380e+00,-1.857224383704651149e+00,1.347986426195484810e+00,-3.191696576972976596e-01,-2.134720161270534433e+00,-1.857283402283792739e+00,1.348149947788513270e+00,-3.193866453795680682e-01,-2.134760702789804121e+00,-1.857224325761961614e+00,1.347986243748238833e+00,-3.191694015072292223e-01,5.901857914158981089e-05,5.794268953529524424e-08,7.963395626971190155e-14,1.729267827466376319e-06,2.263023630922318374e-10
1.883333333333333526e+00,1.000000000000000000e+00,-2.130225760812507030e+00,-1.858278883146135874e+00,1.372986741056203330e+00,-3.135751636029769363e-01,-2.130184967633836024e+00,-1.858339226371594544e+00,1.373151668780786316e+00,-3.137958540601670787e-01,-2.130225804387509747e+00,-1.858278824343942981e+00,1.372986556265226588e+00,-3.135749040717756286e-01,6.034322545866999121e-05,5.880219289267074601e-08,7.268562169382657024e-14,1.977413313364204497e-06,2.265534698617742765e-10
1.886666666666666714e+00,1.000000000000000000e+00,-2.125607188862691732e+00,-1.859315186144221643e+00,1.398190471320644779e+00,-3.082518730706356180e-01,-2.125565266479397142e+00,-1.859376270770213280e+00,1.398360518607009606e+00,-3.084789830125348464e-01,-2.125607233057449807e+00,-1.859315126471810631e+00,1.398190284178310039e+00,-3.082516102035723349e-01,6.108462599163644313e-05,5.967241101245690515e-08,8.579682693701889270e-14,1.781456442558749283e-06,2.268208296921942027e-10
1.890000000000000124e+00,1.000000000000000000e+00,-2.120904263192730621e+00,-1.860334197344587492e+00,1.423599224993300050e+00,-3.032001116700632215e-01,-2.120860693859739854e+00,-1.860395596637707705e+00,1.423776553778018927e+00,-3.034349517375191096e-01,-2.120904308015155948e+00,-1.860334136790759985e+00,1.423599035492931542e+00,-3.031998454749523231e-01,6.139929312021230601e-05,6.055382750780324841e-08,8.785111715945455641e-14,1.296848136844794805e-06,2.271050467864982428e-10
1.893333333333333535e+00,1.000000000000000000e+00,-2.116116297984060868e+00,-1.861336821921164786e+00,1.449214412459513213e+00,-2.984198675063441941e-01,-2.116070822883956204e+00,-1.861398249887687095e+00,1.449399947951100165e+00,-2.986626567054688208e-01,-2.116116343441961423e+00,-1.861336760474955776e+00,1.449214220597420333e+00,-2.984195979964857082e-01,6.142796652230941845e-05,6.144620900982999956e-08,8.875742166935263926e-14,6.533833622898777144e-07,2.274076316522028864e-10
1.896666666666666723e+00,1.000000000000000000e+00,-2.111242603064186873e+00,-1.862323964414515975e+00,1.475037233411731874e+00,-2.939107684977315671e-01,-2.111195168584198534e+00,-1.862385259155640904e+00,1.475230950622255843e+00,-2.941609250204958448e-01,-2.111242649165337326e+00,-1.862323902065081249e+00,1.475037039187445664e+00,-2.939104956923484502e-01,6.129474112492871996e-05,6.234943472627207939e-08,1.028353517231029285e-13,4.353063083087152786e-08,2.277297322750206728e-10
1.900000000000000133e+00,1.000000000000000000e+00,-2.106282484631665675e+00,-1.863296527491890009e+00,1.501068663125100455e+00,-2.896720585855438457e-01,-2.106233193088694833e+00,-1.863357634046618028e+00,1.501269844418358090e+00,-2.899284634333173516e-01,-2.106282531383895762e+00,-1.863296464228360261e+00,1.501068466540291579e+00,-2.896717825082111841e-01,6.110655472801873600e-05,6.326352974816984442e-08,1.064605697626952726e-13,7.113852001803210041e-07,2.280727383218667663e-10
1.903333333333333544e+00,1.000000000000000000e+00,-2.101235246028053449e+00,-1.864255410625983433e+00,1.527309438078039872e+00,-2.857025728726844682e-01,-2.101184311062155974e+00,-1.864316363634398899e+00,1.527516901230184798e+00,-2.859638032900017612e-01,-2.101235293439234653e+00,-1.864255346437492467e+00,1.527309239137074393e+00,-2.857022935522521845e-01,6.095300841546524850e-05,6.418849096689882572e-08,8.615934874097813341e-14,1.288874758152806412e-06,2.284377373581530694e-10
1.906666666666666732e+00,1.000000000000000000e+00,-2.096100188558921218e+00,-1.865201508688979049e+00,1.553760040924142105e+00,-2.820007117044313061e-01,-2.096047895368273295e+00,-1.865262415179814948e+00,1.553972337442628415e+00,-2.822652420639666926e-01,-2.096100236636789571e+00,-1.865201443564958206e+00,1.553759839635833861e+00,-2.820004291776171956e-01,6.090649083589916302e-05,6.512402084268842373e-08,7.262520139316669889e-14,1.734016715914390073e-06,2.288260586304940578e-10
1.910000000000000142e+00,1.000000000000000000e+00,-2.090876612365724085e+00,-1.866135710458953767e+00,1.580420684826513433e+00,-2.785644137125561914e-01,-2.090823282903653269e+00,-1.866196733034631849e+00,1.580636268536561584e+00,-2.788307821728009395e-01,-2.090876661117846425e+00,-1.866135644389189441e+00,1.580420481203869576e+00,-2.785641280234906758e-01,6.102257567808244687e-05,6.606976432621536333e-08,8.404463821788259834e-14,2.022115424704047143e-06,2.292389709652036220e-10
1.913333333333333552e+00,1.000000000000000000e+00,-2.085563817350697402e+00,-1.867058897035140053e+00,1.607291297165077681e+00,-2.753911278433930909e-01,-2.085509780548143954e+00,-1.867120237697377449e+00,1.607508663357487766e+00,-2.756580678290776465e-01,-2.085563866784830633e+00,-1.867058830009178161e+00,1.607291091223931323e+00,-2.753908390419601004e-01,6.134066223739687018e-05,6.702596189178677832e-08,9.069087129046856028e-14,2.143604026377092395e-06,2.296775015073929760e-10
1.916666666666666741e+00,1.000000000000000000e+00,-2.080161104158170016e+00,-1.867971940156488486e+00,1.634371502635684203e+00,-2.724777844055567555e-01,-2.080106671173213240e+00,-1.868033824988539093e+00,1.634589298368412491e+00,-2.727443207144703008e-01,-2.080161154281920943e+00,-1.867971872164202241e+00,1.634371294395988494e+00,-2.724774925491289523e-01,6.188483205060713033e-05,6.799228624565500922e-08,9.002624798320996283e-14,2.101802236350674603e-06,2.301428586630753218e-10
1.920000000000000151e+00,1.000000000000000000e+00,-2.074667775212071241e+00,-1.868875700424003750e+00,1.661660605777090849e+00,-2.698207651961425091e-01,-2.074613219647942763e+00,-1.868938365314573469e+00,1.661877712227201265e+00,-2.700862752983528847e-01,-2.074667826032958295e+00,-1.868875631455498842e+00,1.661660395264173751e+00,-2.698204703515527103e-01,6.266489056971913385e-05,6.896850490711869952e-08,1.178800065874111594e-13,1.910630834437122587e-06,2.306359487367605480e-10
1.923333333333333561e+00,1.000000000000000000e+00,-2.069083135813039931e+00,-1.869771025421318900e+00,1.689157572964505638e+00,-2.674158727721105411e-01,-2.069028678781399844e+00,-1.869834702993024678e+00,1.689373161051056726e+00,-2.676801146447772561e-01,-2.069083187338506491e+00,-1.869770955466904416e+00,1.689157360207322656e+00,-2.674155750130727816e-01,6.367757170577803549e-05,6.995441448331973788e-08,1.402959381322238462e-13,1.592324930897376771e-06,2.311576780329585432e-10
1.926666666666666750e+00,1.000000000000000000e+00,-2.063406495296427501e+00,-1.870658747731429150e+00,1.716861013909886990e+00,-2.652582989348307718e-01,-2.063352295140584935e+00,-1.870723655614561221e+00,1.717074574751404459e+00,-2.655214075645049299e-01,-2.063406547533771285e+00,-1.870658676781730145e+00,1.716860798941340471e+00,-2.652579983425605303e-01,6.490788313207040972e-05,7.094969900478531599e-08,1.129255419333016331e-13,1.175187998373378337e-06,2.317084090734732836e-10
1.930000000000000160e+00,1.000000000000000000e+00,-2.057637168252539617e+00,-1.871539682847442654e+00,1.744769162732914491e+00,-2.633425925331164263e-01,-2.057583314684900966e+00,-1.871606013421792003e+00,1.744980514840000829e+00,-2.636050479708571537e-01,-2.057637221208909128e+00,-1.871539610893428573e+00,1.744768945592295672e+00,-2.633422892000006343e-01,6.633057434934919172e-05,7.195401408033319512e-08,7.697546304067751172e-14,6.914271935346465875e-07,2.322887460613113442e-10
1.933333333333333348e+00,1.000000000000000000e+00,-2.051774475810564269e+00,-1.872414626975114960e+00,1.772879858678183318e+00,-2.616626267078970280e-01,-2.051720988161045423e+00,-1.872482538689105969e+00,1.773089134120276578e+00,-2.619251972889289903e-01,-2.051774529493051169e+00,-1.872414554007971077e+00,1.772879639410815500e+00,-2.616623207367358983e-01,6.791171399100903727e-05,7.296714388260738815e-08,7.987563747235138694e-14,1.751078098546097933e-07,2.328987494167734136e-10
